Variable,Media,Mediana,Desv. Estándar,Varianza,Coef. Variación,Asimetría,Curtosis,Mínimo,Máximo,Rango
SOLAR,794.6594902073167,343.7068135000002,950.2933673310891,903057.4839934604,1.1958497684123417,1.3025370743658313,0.25480507692938215,42.53946500000004,2909.382217099997,2866.842752099997
EOLICA,17.36341463414634,19.9,17.15797703258305,294.39617585064747,0.9881683640060474,0.06807887264442808,-1.8520983127059931,0.0,41.0,41.0
PCH,9.770141219512194,11.215945,8.238259974390926,67.86892740565159,0.8432078707253576,-0.06217772453482767,-1.8042990807481416,0.7,20.615945,19.915945
